run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path
b,201,REPLAN_ON_RESTRICTION,a6e83527f02d99eca43634052ad4360b7b5098e838c99c33bce014fef570f37c,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,201,STORE_CARRIED_TOOL,d9e1d430a6aa698659a0c1fcb0ae12fbfd3c2b4759407020c11e6e15f23712cf,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,202,INSPECT_NEAREST_COOLANT,136e222297a4db8acce434f0fbc127f4ed9fbbd8e4df77af357f5510c2eb0881,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,202,INSPECT_VALVE7_WITH_ALTERNATE,313f2cba2eb8e86ee9c98e3afcb851acdbd2623301ce57f25cf081c8d46868fe,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,202,REACH_PUMP2_WITH_RECHARGE,208d3c465ef20c79a6cf03174e46806d6655e1bb79225c4aae8fc753ebb0f9f3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,202,REPLAN_ON_RESTRICTION,889d4557601af532b5a14116f30459550898c3115d7914fc31b95ca6944d4854,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,202,STORE_CARRIED_TOOL,0e7957fb6d64add9e99caf781c22c213965d7912f10b347e6ed7ff5c8d4d2e1a,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,203,INSPECT_NEAREST_COOLANT,9ca17d94a71131bb4950475b1cdffe66f05bdb3940d208561127f68c6c04fe8b,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,203,INSPECT_VALVE7_WITH_ALTERNATE,74db415312720102455bee61202daf6b841cd72e5a2088da08a06fc98e1b7cbf,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,203,REACH_PUMP2_WITH_RECHARGE,324c79e2e3f48d0cfea2ba01bae45c69fabfcc90c79340c98956298ea3a1cfef,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,203,REPLAN_ON_RESTRICTION,a4c8ba4ebe08e1da087a79b0c772416b252e2b48f01c0b1354cc4ad18c63f463,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,203,STORE_CARRIED_TOOL,c6f22a0c1c4eb74665d1a55cad2668bea1c5a8bf104a345b68b183a5ee567f64,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,204,INSPECT_NEAREST_COOLANT,f80dd24e2d48048583d9062643c5c22ac20e66685c081e4e81e7379feb5fe57d,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,204,INSPECT_VALVE7_WITH_ALTERNATE,f7ac1673ec75d0ade7e847714a84b16ec35e8894631eefb294ac1f0830b0fbbf,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,204,REACH_PUMP2_WITH_RECHARGE,9aceb5f8bfefa39048085aee04c3d7e988e2157e1c0090661e7f7b070e6aae23,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,204,REPLAN_ON_RESTRICTION,60e4af841844e14c1ae478f1529c47a52a9d15cf3b4d44c7ff3583916bcf135d,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,2,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,204,STORE_CARRIED_TOOL,510de168a0895a55f77b705271bdf45185ce0265d3ea4289d24393503e2890f7,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,205,INSPECT_NEAREST_COOLANT,30cf30349aad112eb773aabf2aea1165cbbd1882f88bd7fcbb101df8db9516ae,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,205,INSPECT_VALVE7_WITH_ALTERNATE,64a9f0f2801b1378612849040dc77dff7036e94561b15a6e169f1c5822f0cd5e,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,205,REACH_PUMP2_WITH_RECHARGE,4413b9ac5e921f84ce6bb9a4aeda48a861b54bab470cc6b898c6b0b05320f1f3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,205,REPLAN_ON_RESTRICTION,a216fb348a3b1c34c988180cedc6eac51087294517241ad6b972f55326eaa189,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,205,STORE_CARRIED_TOOL,0fcfc2c2516ccfc3215abf62a4a4e60071ebfcd1dc5fb95e8a405831edc91b05,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,206,INSPECT_NEAREST_COOLANT,4c728fa394ac7e68b4e300f562fcfe6c58a9057efe277d78ae6e91c35f3bc34e,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,206,INSPECT_VALVE7_WITH_ALTERNATE,a9fd080414e92c0711a61b146ec62413ddd57920abac1668c19609dcb2f57093,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,206,REACH_PUMP2_WITH_RECHARGE,fbdfe377cb00bc713446d8c6bde041e006c78bab205c182d6920f7aca2fbe3c1,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,206,REPLAN_ON_RESTRICTION,4d7311162ac09cf0bc9976cc22887d67c29e54d6e65cbd54bd776e2ba29e5a4e,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,206,STORE_CARRIED_TOOL,51cec5bb0d5b1c7c492168241df4b2a1fec5b27d510f76c1ff8fd2b4cfac6c28,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,207,INSPECT_NEAREST_COOLANT,21dccc771c5a99a017247e2b9d4c9466ce5684637afed9b5fabe507c062d5c63,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,207,INSPECT_VALVE7_WITH_ALTERNATE,b8b87605438374a8bfe90b380202af6d670cb48b279481c78ef277672d5cecc3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,207,REACH_PUMP2_WITH_RECHARGE,2012bc52700cc4657e42570b58ca5d56da13ca5a009143a2fbdb14cc243fe635,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,207,REPLAN_ON_RESTRICTION,878aa02226a11000a955d0ed5030def6c5f1a7f28db7243221a0e1fa5f6a57cb,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,207,STORE_CARRIED_TOOL,acf20557a965060e6558f0ed78bc7213147bb54a9c665a01fe7d276601d9f327,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,208,INSPECT_NEAREST_COOLANT,2066f973da819b8ec8fd9374ee787c553a29e3285ccab52d7b7885637ab3ec8d,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,208,INSPECT_VALVE7_WITH_ALTERNATE,11a6fc07f81ab86f203a3d099a9948d37d57f781e8d1ded915f1198880a4a81d,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,208,REACH_PUMP2_WITH_RECHARGE,f5b42b7ac7d5c7c640c763c141e1ec7b62914d5e256e007f87e6761e51a77329,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,208,REPLAN_ON_RESTRICTION,292da496ec09b8232bc08f3c00b45a66766273486ab8d8317bf463f472cff0f4,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,208,STORE_CARRIED_TOOL,8093e02512530f5c4b9989de2557d6c08daad7d85a76e4a6449a08190e516c30,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,209,INSPECT_NEAREST_COOLANT,88239e8b903d16459a042f67cff97f050ffcb7c3d8f210e5f31f4775fa50c176,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,209,INSPECT_VALVE7_WITH_ALTERNATE,501f2061ad2281e35543f6d904d7212c534b11f8060960900ab82cfe12b79ccf,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,209,REACH_PUMP2_WITH_RECHARGE,eeb85182a3ac4f8bf76e9bbb47e298948d862dc4de99dfb02d001062b5218d66,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,209,REPLAN_ON_RESTRICTION,b8d596444c9aba1be7e374e9beacf1812e53767caccf6a58e3d8ba1c28c8707f,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,209,STORE_CARRIED_TOOL,6f607fe68cb39963ac5c4fa42892ec9bff0ccbae9f67646fd6c73edabbea29e3,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,210,INSPECT_NEAREST_COOLANT,9473c3bbd801f669b36e561ff62b330f86ab30f7734ac2ce748fe5016f7697b5,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,210,INSPECT_VALVE7_WITH_ALTERNATE,c7738fc6aa862d6dd0d1b70198fc1f554f7169a0e912abf1e0e21f88449eb936,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,210,REACH_PUMP2_WITH_RECHARGE,68d6bb1ced460dd8f75dd3006046cc7ab83e36336aba2e2af5baa762147b90a3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,210,REPLAN_ON_RESTRICTION,2e5f996f670a522a83823d574e010e7649cdb40f94164f3f8a941bd2b474ea8a,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,210,STORE_CARRIED_TOOL,a801c47838688327c5e5eb27b6d16c3c6f7c71946e3218b2be1532c137eff424,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,211,INSPECT_NEAREST_COOLANT,64a6a8ff6e872c0c21661d5795e1c0af0dcfdf86f4bf7ca3d28a1d9403f00c53,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,211,INSPECT_VALVE7_WITH_ALTERNATE,209423bc51560cd7502a12fe7e552d50a7f659e2eaaaa4ae8d7138c1295733e2,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,211,REACH_PUMP2_WITH_RECHARGE,7f69fc522f60428b98fd60419aba965848ef347ad32e5a2682132744c52c21fe,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,211,REPLAN_ON_RESTRICTION,929fdd9329ceaf10528b8a71f66e7ca431758f177eacc305a1fa75d4b5058911,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,211,STORE_CARRIED_TOOL,276e6e7954561fbc62726e573102493be1044e3d6bf8633ce945b1420289d586,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,212,INSPECT_NEAREST_COOLANT,b45e250acecb6b08142ab1e36b71478ba90056ff44c8589f9a7d489d46068076,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,212,INSPECT_VALVE7_WITH_ALTERNATE,e17246f08f377c9376c396856155a69934ae473106a8202c708cb3c47910722c,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,212,REACH_PUMP2_WITH_RECHARGE,f948ffeba4f5d369ed9a5fc71a7968c64857206471c2dec10380a8a745284759,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,212,REPLAN_ON_RESTRICTION,aeb3dc6eefb7aae623c622b0338c37361c97da3189cdab074de7585df231606b,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,212,STORE_CARRIED_TOOL,2dae8be5dd5b833104cf9b66e206ef0f2c9074660b3d1e055a5bef2234aff912,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,213,INSPECT_NEAREST_COOLANT,171222c95edd18224533bdbbc201c439418ce04a24bbcd9ca55cdb4903194d47,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,213,INSPECT_VALVE7_WITH_ALTERNATE,d94b141fa4c164f95fa7b6e889e2d12c631747e91a3c448cbff521700a142b34,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,213,REACH_PUMP2_WITH_RECHARGE,200c4942365b46390519dbbf7a66d53e41fb9002afa11e2b0ac9277e5fca43ac,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,213,REPLAN_ON_RESTRICTION,e3b6c682e4eac7712241b89fd9f3c2797a6504707d544a87112c44f159b8f605,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,213,STORE_CARRIED_TOOL,21a4cf53209f4603397726edf2bcba5f06e1e6ba4f95903c000249a740960b57,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,214,INSPECT_NEAREST_COOLANT,a382556e1f1da5e4a5b41128ca512e498a811431ff39d20c75f3ac3f73ed6325,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,214,INSPECT_VALVE7_WITH_ALTERNATE,9517909dbdd69e0f6e4beb8052beff36c840ded362da7706866954dd514197a6,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,214,REACH_PUMP2_WITH_RECHARGE,e8e2d9e95a8e2066435dc16a2ebaa0f5a6d852a7cf2e1231d9b6ffb806dd9145,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,214,REPLAN_ON_RESTRICTION,f890416660c0437e98b0aa7a765bebd1412117999f02f96113224b492193a5da,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,214,STORE_CARRIED_TOOL,621fe1dc45610ac3cd2ff6a34ab59cb1e65543c1312c53b18724e7e48518f93f,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,215,INSPECT_NEAREST_COOLANT,38fb1af595256d0dfa552118eb8bbacefcf7265c94f2888632644b7859527e16,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,215,INSPECT_VALVE7_WITH_ALTERNATE,213db13a13fd900a5cddc53bbe67fa0a82129c9511ad3386c783568258553ce6,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,215,REACH_PUMP2_WITH_RECHARGE,dca58b46b91639fb464357783b3a323d8e5eb7bed00bfb92c3abf4a0807c6ff1,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,215,REPLAN_ON_RESTRICTION,9bec92abb364b47b7c410547d549940ddfe97772ad08202bbafafd08a409d405,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,215,STORE_CARRIED_TOOL,6bece3eaffc1c5f001e3b4cffa0f0786e8d1d0b5983e7275f4a594f2087b8bbc,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,216,INSPECT_NEAREST_COOLANT,8efc2c72c1dc8019660ed839af959d5cddb15b69d037636240f74f4a536da3d3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,216,INSPECT_VALVE7_WITH_ALTERNATE,df6473f7f4541fde218016507ca31e7c6932681859fd78a403f5a6b24e70bd2f,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,216,REACH_PUMP2_WITH_RECHARGE,880216288222479c2c91e792f8abc36fe7c8b0faedd0662131fcc8326cc1a7dc,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,216,REPLAN_ON_RESTRICTION,c00fd2a2e12fa31aadff93b268e3408647c498dbf904c6727187989f92f9ebc5,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,216,STORE_CARRIED_TOOL,d7c2769af361381987582a8872e381b7debdad7084cf66fb7575261902cae37d,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,217,INSPECT_NEAREST_COOLANT,d8bbc65bab5713ac34b16552e8bdd6bcddb88f6f30f0aaf487ab21850539958c,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,217,INSPECT_VALVE7_WITH_ALTERNATE,4bdf0be1569debf941593aff85a43de47a1b088cc51117de0d77ccebc9e4e818,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,217,REACH_PUMP2_WITH_RECHARGE,07fce022fe4a058c3d07a3bb0a9d76eb4500b9b9fd7ab4ad55a4a9d50daedecc,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,217,REPLAN_ON_RESTRICTION,1905dc9933d78f9640319a8ed19efe80d5dfd3a5b0ee18ca6116bd0c0839be4f,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,217,STORE_CARRIED_TOOL,c1ee8da2ac6b7baff826bb094e51349e73725170fc1d59cd426b21cbb2e67f2e,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,218,INSPECT_NEAREST_COOLANT,a4b00b721080cd6cf23a6a61092d2a4b7a30ff0ef320f8088d190f70eb3ff6a6,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,218,INSPECT_VALVE7_WITH_ALTERNATE,06e25bf310854e0758f73a6e997d2ee6c761788aea01ad096f44708d2549ff98,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,218,REACH_PUMP2_WITH_RECHARGE,8dae2789e5acd2f5e942fc71f66a8059b2de68f7d84f117c0d3872df16eca7ad,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,218,REPLAN_ON_RESTRICTION,f5a38f32c59d1f428734c538a3645c924a88332890fc0c526a70cbb4d86658cc,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,218,STORE_CARRIED_TOOL,bef9112aa9167ee6a8c28ce368db93f6e370d4c896c37b2a14215b441eab8404,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,219,INSPECT_NEAREST_COOLANT,8381e274f3fde8ced67b5fe561c0faebf09d0e6f9860a0552a15b1e2fc4cb03d,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,219,INSPECT_VALVE7_WITH_ALTERNATE,3fce9d7eb3c06f689a34fd79d9c169190a6e70baf708abb84a604747f938bfbd,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
